x_mm,y_mm,z_mm,sensor_id
64.5607,-6.0927,40.4784,sensor_1
63.1284,-1.2948,40.2775,sensor_1
60.8271,3.1506,40.0482,sensor_1
58.8929,7.6565,40.4241,sensor_1
56.6591,11.8026,39.8418,sensor_1
54.1434,16.0737,40.2947,sensor_1
51.5294,20.8903,40.3433,sensor_1
48.9618,25.0395,40.4052,sensor_1
46.6815,29.1725,40.0159,sensor_1
44.4529,33.9016,40.5062,sensor_1
43.0578,38.6527,40.5077,sensor_1
40.5257,43.1570,40.0182,sensor_1
38.0984,47.2574,40.1047,sensor_1
35.4264,51.4228,40.0562,sensor_1
32.8835,56.2373,40.1423,sensor_1
31.0828,60.6283,40.4037,sensor_1
28.5687,64.9276,39.5870,sensor_1
25.7289,68.7406,40.6879,sensor_1
75.7207,-17.2456,40.6670,sensor_1
73.9297,-12.3854,40.7965,sensor_1
72.1509,-7.6704,40.3680,sensor_1
69.2951,-3.8624,39.9957,sensor_1
66.8251,-0.0361,40.9606,sensor_1
64.8225,4.8579,39.9201,sensor_1
62.7910,9.2387,40.0096,sensor_1
60.0496,13.2834,39.8935,sensor_1
58.3068,18.9604,40.5232,sensor_1
56.5732,22.8592,40.1247,sensor_1
53.2020,27.1458,39.4051,sensor_1
51.2912,32.1703,40.2714,sensor_1
49.5219,35.9224,39.6751,sensor_1
46.6898,40.3728,40.5793,sensor_1
45.2794,44.7080,40.0321,sensor_1
42.2676,49.3005,39.7228,sensor_1
40.0815,54.0048,40.2936,sensor_1
37.3572,58.2936,39.5500,sensor_1
35.8295,62.4319,40.0632,sensor_1
33.0830,67.0401,39.7890,sensor_1
30.3520,72.3062,40.2495,sensor_1
80.9180,-14.3961,40.1251,sensor_1
78.7488,-10.6681,40.5761,sensor_1
76.4613,-6.1101,40.0715,sensor_1
74.1139,-1.3576,39.4341,sensor_1
71.7011,2.5441,40.0561,sensor_1
68.7848,7.4015,39.8654,sensor_1
67.1271,11.4243,39.5769,sensor_1
64.7805,15.4111,39.8315,sensor_1
62.5565,20.5092,40.1809,sensor_1
60.3487,25.7141,40.3139,sensor_1
57.6994,29.2067,39.9315,sensor_1
55.7950,33.6648,39.8622,sensor_1
54.1643,38.3465,40.0436,sensor_1
51.2289,42.7103,40.6492,sensor_1
49.2148,47.6344,39.0705,sensor_1
46.8917,52.0672,40.8527,sensor_1
44.5181,55.5508,40.3683,sensor_1
42.0283,59.9797,39.9457,sensor_1
40.3377,65.4827,40.4150,sensor_1
37.3315,70.3982,39.7533,sensor_1
35.4014,73.4668,40.6239,sensor_1
85.4390,-12.5471,40.1948,sensor_1
82.9894,-8.3415,39.5026,sensor_1
81.0916,-3.6276,40.0264,sensor_1
78.4696,0.6130,40.7136,sensor_1
76.3555,4.9783,39.9863,sensor_1
73.4086,9.2102,40.1898,sensor_1
71.5769,13.9007,40.4261,sensor_1
69.5480,18.4260,40.3953,sensor_1
67.1912,22.7742,40.3303,sensor_1
64.2517,27.6788,39.7149,sensor_1
62.8797,31.7003,40.5544,sensor_1
60.3295,35.8207,40.5426,sensor_1
58.1122,40.6480,40.1957,sensor_1
56.1284,45.3481,40.2482,sensor_1
52.9656,49.3759,40.2049,sensor_1
49.5970,58.5623,40.1361,sensor_1
47.1178,62.8441,40.1588,sensor_1
44.4845,66.8141,40.5039,sensor_1
42.3088,71.6947,39.7692,sensor_1
39.9648,76.7388,39.9448,sensor_1
89.3727,-10.4347,39.6106,sensor_1
86.6971,-6.2821,39.9280,sensor_1
85.1078,-1.8642,40.2861,sensor_1
82.8577,2.5743,40.0098,sensor_1
80.8862,7.5747,40.4866,sensor_1
78.6395,10.5401,39.8196,sensor_1
73.7456,20.6767,39.6044,sensor_1
72.0837,25.1661,39.9533,sensor_1
69.3734,29.3938,39.9049,sensor_1
67.2235,33.8114,39.6769,sensor_1
64.5543,38.3853,39.7933,sensor_1
62.9483,42.4994,40.7865,sensor_1
60.5502,47.0065,40.2172,sensor_1
58.3812,51.7245,39.7545,sensor_1
55.7370,56.9432,39.6508,sensor_1
53.6224,60.7056,40.1316,sensor_1
51.0223,65.0458,40.5364,sensor_1
49.0981,69.2639,40.7192,sensor_1
43.8957,78.7554,40.2383,sensor_1
94.6236,-8.1823,40.5439,sensor_1
91.9260,-3.5110,40.2952,sensor_1
90.4170,0.3603,40.5929,sensor_1
87.5578,5.1209,39.9769,sensor_1
85.2820,8.9986,39.6964,sensor_1
83.1049,13.4254,40.6785,sensor_1
80.4900,18.5123,40.2022,sensor_1
78.4634,22.7825,40.0475,sensor_1
76.0025,27.7027,40.5729,sensor_1
74.2227,31.9185,40.1062,sensor_1
70.9191,36.4708,40.4707,sensor_1
69.0960,40.9833,40.6278,sensor_1
67.0003,45.5259,40.2844,sensor_1
64.0902,49.4457,40.0333,sensor_1
62.6128,53.7640,40.0232,sensor_1
59.8208,58.5077,40.2013,sensor_1
58.2288,63.2553,40.2345,sensor_1
55.7022,67.4695,40.2163,sensor_1
49.3493,79.9263,40.1155,sensor_1
98.7715,-5.6387,39.7940,sensor_1
96.5135,-1.2775,40.0211,sensor_1
93.4541,2.7500,39.7567,sensor_1
92.0800,7.0332,40.8002,sensor_1
89.6318,11.5041,40.0004,sensor_1
86.9301,16.3774,40.6989,sensor_1
82.8802,25.9575,39.6850,sensor_1
80.9338,30.0169,39.5190,sensor_1
77.7305,33.7195,40.5160,sensor_1
75.8124,38.4575,40.4245,sensor_1
73.7337,43.0501,40.0644,sensor_1
69.5459,51.6088,40.7630,sensor_1
66.7641,56.0567,40.4029,sensor_1
64.7701,60.0977,40.2538,sensor_1
61.8697,64.9553,40.4515,sensor_1
59.7701,69.8247,40.0430,sensor_1
58.4782,74.1214,39.7642,sensor_1
55.1447,78.2926,40.2195,sensor_1
53.2597,83.4033,40.2329,sensor_1
103.1593,-3.6538,40.1285,sensor_1
100.9462,0.9615,40.4476,sensor_1
98.3827,4.5233,39.8901,sensor_1
96.4017,8.7256,40.0061,sensor_1
94.1899,13.8538,39.7807,sensor_1
92.3761,18.9904,40.0812,sensor_1
89.9548,23.4148,39.7757,sensor_1
88.1596,27.0870,40.0786,sensor_1
84.5676,31.8966,39.7100,sensor_1
82.6780,36.7028,40.2444,sensor_1
80.3176,41.3194,39.8554,sensor_1
78.4785,45.1273,40.2442,sensor_1
75.8802,49.7324,40.1495,sensor_1
73.3250,53.9430,40.3221,sensor_1
71.2903,58.1893,39.9200,sensor_1
68.8150,63.0314,40.2285,sensor_1
66.8185,67.2760,40.1714,sensor_1
64.0369,70.9499,40.1452,sensor_1
61.6664,76.0819,39.7415,sensor_1
60.1942,80.4438,40.2589,sensor_1
57.5319,84.8883,39.6100,sensor_1
107.7174,-1.3758,40.4307,sensor_1
105.9256,3.0381,40.2572,sensor_1
102.9704,7.4338,40.0351,sensor_1
100.4297,12.5487,39.5051,sensor_1
98.5605,16.4599,40.2083,sensor_1
95.8642,20.6919,39.9932,sensor_1
93.5536,25.1966,40.0108,sensor_1
91.4653,29.9057,39.7816,sensor_1
89.5415,33.9069,40.3006,sensor_1
87.1407,38.6589,39.8076,sensor_1
84.5745,42.7294,40.2102,sensor_1
82.8360,47.8603,39.9737,sensor_1
80.3339,51.3721,39.3730,sensor_1
77.7309,56.1591,39.6047,sensor_1
75.1416,61.0324,39.8659,sensor_1
72.9050,66.1110,40.2056,sensor_1
71.1101,69.9908,39.8793,sensor_1
69.5045,73.6709,39.6874,sensor_1
66.6313,78.3952,40.6349,sensor_1
63.8489,82.8612,40.2247,sensor_1
62.3336,87.9201,40.2604,sensor_1
112.7594,0.5733,40.2010,sensor_1
110.0185,5.0826,40.0366,sensor_1
107.2869,9.4224,39.7442,sensor_1
104.9845,13.5609,40.2696,sensor_1
102.3518,19.2756,40.7292,sensor_1
101.0219,22.9360,39.9308,sensor_1
98.7927,27.5272,40.3300,sensor_1
95.8442,32.2903,39.8555,sensor_1
93.8620,35.7696,39.9053,sensor_1
91.7290,40.6704,39.9775,sensor_1
89.5589,45.2566,40.5659,sensor_1
83.9009,54.3899,40.3093,sensor_1
81.9349,58.1939,40.4383,sensor_1
79.8309,62.8794,40.3405,sensor_1
77.8171,67.7223,39.8292,sensor_1
75.7662,72.3882,40.2449,sensor_1
72.6277,76.6928,40.1518,sensor_1
70.8068,81.4063,39.5237,sensor_1
69.5057,85.1552,40.6799,sensor_1
66.5669,89.3670,40.1643,sensor_1
-66.5327,-89.8967,5.3878,sensor_1
-66.3148,-90.3947,9.7978,sensor_1
-65.9589,-89.7899,14.8420,sensor_1
-66.6868,-89.6368,19.5895,sensor_1
-66.1648,-90.3493,24.5190,sensor_1
-66.1772,-90.1350,30.6321,sensor_1
-65.4290,-90.1344,35.4878,sensor_1
-65.8565,-90.2512,39.8285,sensor_1
-68.5920,-85.6603,4.9200,sensor_1
-68.9714,-85.5963,14.6123,sensor_1
-68.7135,-85.1853,20.9388,sensor_1
-68.3597,-85.9850,25.4021,sensor_1
-69.2732,-85.8559,30.6610,sensor_1
-68.2312,-86.0948,34.5511,sensor_1
-68.1928,-85.6305,39.9236,sensor_1
-70.5432,-81.2520,15.5068,sensor_1
-70.8952,-81.3866,19.4445,sensor_1
-71.1432,-80.9081,26.1945,sensor_1
-71.1965,-81.5202,30.2482,sensor_1
-73.5903,-76.8074,5.4443,sensor_1
-72.4613,-76.7620,10.0404,sensor_1
-73.2783,-77.1686,25.3083,sensor_1
-72.9025,-76.3667,30.1620,sensor_1
-73.2542,-76.8552,34.7731,sensor_1
-75.5042,-71.7292,10.2234,sensor_1
-75.2517,-72.6234,30.3803,sensor_1
-75.2721,-72.0104,35.1310,sensor_1
-75.5370,-72.5953,40.3775,sensor_1
-77.9555,-67.3792,10.2262,sensor_1
-77.7264,-68.3649,20.0727,sensor_1
-77.2186,-67.8916,24.9880,sensor_1
-77.3424,-68.2172,30.1539,sensor_1
-77.3571,-68.0592,34.8478,sensor_1
-77.4786,-67.8226,40.0542,sensor_1
-79.3635,-63.6265,10.5171,sensor_1
-79.5703,-63.3425,15.3069,sensor_1
-79.5453,-62.7108,19.7712,sensor_1
-79.6244,-63.3798,25.0661,sensor_1
-79.4346,-63.0470,29.7859,sensor_1
-79.9308,-63.2518,34.6482,sensor_1
-81.9857,-58.2487,5.1515,sensor_1
-82.2258,-58.2722,9.9651,sensor_1
-82.2837,-59.3558,15.5138,sensor_1
-82.0073,-58.7116,20.1969,sensor_1
-82.1482,-59.1467,24.8691,sensor_1
-81.9516,-58.8316,30.7048,sensor_1
-82.3643,-59.0430,34.7864,sensor_1
-81.6236,-59.3011,40.4072,sensor_1
-85.1070,-54.5527,4.5662,sensor_1
-84.3109,-54.4156,9.8743,sensor_1
-84.5596,-54.1401,30.2932,sensor_1
-84.4504,-55.0350,34.9633,sensor_1
-83.9545,-54.5024,40.3588,sensor_1
-86.5287,-50.1629,5.0131,sensor_1
-86.5391,-50.1677,10.2611,sensor_1
-86.7097,-50.7781,15.0917,sensor_1
-86.5893,-50.4977,29.8889,sensor_1
-88.6849,-45.7920,5.0475,sensor_1
-88.9953,-45.5140,9.4176,sensor_1
-88.3694,-44.9246,20.4232,sensor_1
-89.0756,-45.1740,25.0738,sensor_1
-88.7463,-44.8923,35.1349,sensor_1
-88.1273,-44.5519,39.7002,sensor_1
-91.3615,-41.0732,5.4778,sensor_1
-90.8515,-40.9599,10.1452,sensor_1
-91.1743,-40.8755,24.6915,sensor_1
-91.6650,-40.5817,35.0309,sensor_1
-92.2101,-41.1246,40.3546,sensor_1
-93.3831,-36.3592,9.7897,sensor_1
-93.6570,-36.4308,14.4842,sensor_1
-93.6109,-37.3878,25.1536,sensor_1
-93.9051,-36.3670,30.1106,sensor_1
-93.3534,-36.3712,34.9633,sensor_1
-93.1584,-36.1626,40.2831,sensor_1
-96.2232,-32.1010,20.5457,sensor_1
-95.4338,-31.9735,24.9635,sensor_1
-96.0523,-32.1704,29.6823,sensor_1
-95.0921,-32.6331,40.2951,sensor_1
-97.9703,-27.7371,4.9895,sensor_1
-97.8070,-27.1599,9.9411,sensor_1
-97.2243,-28.4354,19.9100,sensor_1
-96.6634,-27.5629,30.7684,sensor_1
-97.5344,-27.8357,35.3121,sensor_1
-97.4058,-27.6229,40.2184,sensor_1
-100.7456,-23.5938,25.2570,sensor_1
-100.8082,-23.1351,29.9158,sensor_1
-100.5535,-23.4636,40.1645,sensor_1
-102.6102,-18.4444,5.0151,sensor_1
-103.3850,-18.3149,9.7645,sensor_1
-102.7359,-18.6022,25.0125,sensor_1
-102.4895,-18.7234,30.3572,sensor_1
-102.7428,-18.8234,35.2170,sensor_1
-102.4979,-19.0550,40.7396,sensor_1
-104.3750,-15.0828,5.8536,sensor_1
-104.8741,-14.7519,10.1850,sensor_1
-104.8633,-14.4265,25.8933,sensor_1
-105.0802,-13.9751,35.3560,sensor_1
-105.4019,-14.1020,40.3629,sensor_1
-107.4316,-9.5738,20.8117,sensor_1
-106.6112,-10.3451,25.5810,sensor_1
-106.9959,-9.8887,34.9314,sensor_1
-107.0743,-9.3880,40.3274,sensor_1
-109.1383,-4.7672,9.7707,sensor_1
-109.3428,-5.5494,14.8766,sensor_1
-109.2039,-5.2243,19.6459,sensor_1
-109.7018,-5.0010,30.2482,sensor_1
-109.1611,-5.5897,35.0060,sensor_1
-109.1830,-5.5882,39.7530,sensor_1
-111.2455,-0.7173,4.8387,sensor_1
-111.6096,-0.9752,10.3578,sensor_1
-111.3811,-1.4123,14.6707,sensor_1
-111.2553,-0.9215,20.2827,sensor_1
-111.4964,-0.4298,24.7198,sensor_1
-111.2345,-1.2443,30.3902,sensor_1
-111.1475,-1.4397,35.2777,sensor_1
-111.7082,-1.0613,40.1528,sensor_1
-111.3195,-1.1572,4.6343,sensor_1
-110.8104,-0.5802,10.2625,sensor_1
-111.9685,-1.1622,15.2220,sensor_1
-111.9443,-0.4063,20.1854,sensor_1
-111.4763,-1.3164,24.8244,sensor_1
-111.8846,-0.8652,30.0464,sensor_1
-111.7119,-0.8518,35.2159,sensor_1
-111.0999,-1.0286,39.7885,sensor_1
-107.1402,1.1860,5.2778,sensor_1
-107.0684,1.0299,10.0595,sensor_1
-106.8597,1.1948,20.0130,sensor_1
-106.8368,0.9059,25.1184,sensor_1
-107.7960,1.1790,29.8954,sensor_1
-107.5714,1.5090,34.8854,sensor_1
-107.2831,1.2210,39.8852,sensor_1
-102.8071,3.3789,10.1879,sensor_1
-102.1656,3.5342,15.0908,sensor_1
-102.5099,3.8220,24.8947,sensor_1
-102.9955,3.3122,35.3160,sensor_1
-102.5938,2.8562,40.1707,sensor_1
-98.6757,5.7415,10.9529,sensor_1
-98.4556,5.4170,15.2977,sensor_1
-98.1672,6.4195,19.7039,sensor_1
-98.7929,5.7422,25.2692,sensor_1
-98.1232,6.2228,29.6267,sensor_1
-98.5288,5.8053,35.4275,sensor_1
-98.0823,5.7059,39.7891,sensor_1
-93.9448,8.3471,20.1109,sensor_1
-93.7910,8.6262,25.2477,sensor_1
-93.7373,8.1142,30.1611,sensor_1
-93.5937,7.8457,35.5323,sensor_1
-93.2514,8.5164,39.9711,sensor_1
-89.0249,9.9348,15.2352,sensor_1
-89.5263,10.0656,19.5054,sensor_1
-89.2416,10.0264,30.0299,sensor_1
-89.4283,9.8612,34.5698,sensor_1
-89.1842,10.4414,39.8199,sensor_1
-85.1845,12.8723,5.8661,sensor_1
-84.8575,13.1639,9.2531,sensor_1
-84.6128,13.0207,20.5543,sensor_1
-84.4688,12.6505,24.8832,sensor_1
-85.0453,12.6775,35.4407,sensor_1
-84.7686,13.4480,40.8802,sensor_1
-80.5472,14.8080,15.4553,sensor_1
-80.2631,15.0875,20.4655,sensor_1
-80.7730,15.0047,24.9219,sensor_1
-79.9652,14.5290,35.5421,sensor_1
-80.3547,14.6309,39.7550,sensor_1
-76.4052,16.3406,14.9283,sensor_1
-76.0491,17.5120,19.9721,sensor_1
-75.5143,17.3212,29.9476,sensor_1
-75.7470,17.5340,35.2219,sensor_1
-76.0549,16.6597,40.3726,sensor_1
-71.2662,19.4326,5.4098,sensor_1
-71.3482,19.7867,15.6262,sensor_1
-72.1776,19.4474,20.3865,sensor_1
-71.0928,20.0530,24.8166,sensor_1
-71.9729,19.8793,35.4630,sensor_1
-71.3471,18.7199,39.9052,sensor_1
-67.0966,22.0477,5.2370,sensor_1
-66.9657,21.5879,10.1411,sensor_1
-67.1070,21.9917,15.0772,sensor_1
-66.7033,21.1529,20.5542,sensor_1
-67.1196,22.1300,25.1680,sensor_1
-66.7653,22.2564,29.9474,sensor_1
-67.0332,21.6810,35.2110,sensor_1
-67.6210,21.6805,40.0527,sensor_1
-62.1226,24.1641,5.7902,sensor_1
-62.9084,23.6058,10.2362,sensor_1
-63.1831,24.0874,14.8953,sensor_1
-62.7221,24.0969,20.1541,sensor_1
-61.9628,24.2275,24.6914,sensor_1
-63.0382,23.7223,35.5921,sensor_1
-62.7997,23.7856,39.9432,sensor_1
-58.2794,26.6687,15.1371,sensor_1
-58.3192,26.0315,19.8193,sensor_1
-58.3581,26.3237,25.5658,sensor_1
-57.8203,26.0805,29.8822,sensor_1
-57.9145,25.6477,34.9827,sensor_1
-58.2679,25.8907,39.7897,sensor_1
-53.3276,28.4354,10.0410,sensor_1
-53.8294,28.3083,14.7912,sensor_1
-53.6990,28.2313,30.3898,sensor_1
-54.2236,28.7624,34.8215,sensor_1
-53.5672,29.0133,40.3219,sensor_1
-49.6593,30.4236,5.1393,sensor_1
-49.0705,30.1961,10.0985,sensor_1
-49.0820,30.8412,14.7770,sensor_1
-48.9009,30.3836,20.3448,sensor_1
-48.7069,30.0990,25.2095,sensor_1
-49.1512,30.8789,29.8559,sensor_1
-49.3672,30.3195,35.1650,sensor_1
-49.0756,30.5708,39.8005,sensor_1
-45.7452,33.2801,10.6060,sensor_1
-45.2942,32.8390,15.2202,sensor_1
-44.4803,33.2901,20.5557,sensor_1
-44.8266,33.2093,25.2578,sensor_1
-44.4727,32.9329,35.4697,sensor_1
-45.1702,33.2015,39.2193,sensor_1
-40.2946,34.7799,5.6460,sensor_1
-40.1499,35.3270,10.2578,sensor_1
-40.2420,35.8208,15.1887,sensor_1
-40.8587,35.2481,20.5549,sensor_1
-40.1595,35.1915,25.3241,sensor_1
-40.2342,36.0062,40.0084,sensor_1
-35.4323,37.5702,10.4996,sensor_1
-35.8577,37.6566,15.3445,sensor_1
-36.2314,37.6752,25.9893,sensor_1
-35.8719,38.1759,29.9965,sensor_1
-35.6893,37.6233,35.2582,sensor_1
-36.1916,37.2919,40.2302,sensor_1
-31.3938,39.7516,10.1668,sensor_1
-31.5083,40.5086,14.9664,sensor_1
-32.1130,39.9158,20.1164,sensor_1
-31.4546,39.8615,29.5753,sensor_1
-31.2823,39.8538,35.5768,sensor_1
-31.5857,39.4546,40.1596,sensor_1
-27.1641,41.8698,10.0955,sensor_1
-27.1863,42.1981,15.0231,sensor_1
-27.7534,42.1250,20.5883,sensor_1
-26.8857,42.3497,25.2706,sensor_1
-27.1483,41.6930,30.3907,sensor_1
-26.6307,42.3384,35.2598,sensor_1
-23.3519,44.4585,14.3431,sensor_1
-21.8874,44.6596,20.3433,sensor_1
-22.7574,44.0361,25.0449,sensor_1
-22.5262,44.1572,30.1702,sensor_1
-22.3011,44.6194,34.7672,sensor_1
-23.2608,44.4188,39.8957,sensor_1
-17.9802,47.0610,5.6705,sensor_1
-18.0605,46.7803,10.4049,sensor_1
-18.1860,47.1810,25.5262,sensor_1
-18.4888,47.0531,29.9863,sensor_1
-17.6144,46.8636,35.1066,sensor_1
-17.8475,46.5063,40.2326,sensor_1
-13.8004,49.9780,15.0501,sensor_1
-13.7693,49.2986,24.8130,sensor_1
-13.7074,48.6822,35.2798,sensor_1
-14.0065,48.6520,40.3856,sensor_1
-9.3462,51.1842,15.3984,sensor_1
-8.9583,51.3460,30.5963,sensor_1
-8.5154,50.5663,40.2333,sensor_1
-4.6230,53.3614,15.3495,sensor_1
-4.7504,53.3657,30.3603,sensor_1
-4.9527,53.7863,34.7882,sensor_1
-4.9885,53.5299,39.6649,sensor_1
0.0758,55.6109,5.3262,sensor_1
-0.1582,55.6460,9.9740,sensor_1
-0.7893,55.5675,14.8931,sensor_1
0.3124,56.1315,19.6966,sensor_1
0.0358,55.8702,25.0223,sensor_1
-0.0753,56.0574,29.9605,sensor_1
-0.1659,55.7715,39.9250,sensor_1
4.3375,57.7880,5.3941,sensor_1
4.2851,58.2628,10.5301,sensor_1
3.9431,58.7255,20.4565,sensor_1
3.6511,58.2087,24.9670,sensor_1
4.2766,58.1950,40.1592,sensor_1
8.3159,60.3388,5.1103,sensor_1
8.5263,60.5805,9.7275,sensor_1
8.5323,60.3556,20.2755,sensor_1
8.6022,60.3030,30.4141,sensor_1
8.9268,60.9171,35.2077,sensor_1
8.5297,60.1755,40.3635,sensor_1
13.2304,62.6935,5.1606,sensor_1
12.8979,61.7802,9.9745,sensor_1
13.1424,62.0062,20.8003,sensor_1
13.2030,62.2166,25.4108,sensor_1
12.8850,62.7935,30.1571,sensor_1
12.7551,62.8273,34.7122,sensor_1
13.5789,62.6297,39.8137,sensor_1
17.1849,65.4180,5.2046,sensor_1
17.5234,64.8515,10.0622,sensor_1
18.0635,64.9290,14.5478,sensor_1
17.4793,64.5843,25.1652,sensor_1
17.7246,64.9577,29.9544,sensor_1
17.3342,65.1567,35.1171,sensor_1
18.3314,64.6161,40.4077,sensor_1
22.2748,67.0588,15.5936,sensor_1
22.6227,67.3457,20.2058,sensor_1
21.9831,67.0794,30.0155,sensor_1
21.5604,67.4454,35.1774,sensor_1
22.0832,67.6115,39.9647,sensor_1
26.9428,69.1733,10.2163,sensor_1
26.0372,69.3810,14.9192,sensor_1
26.9534,69.6645,20.3173,sensor_1
27.1125,69.8945,25.3863,sensor_1
26.2788,68.9440,30.1402,sensor_1
26.3888,69.2068,35.0544,sensor_1
25.9610,69.9109,39.7742,sensor_1
30.6052,71.5334,9.5392,sensor_1
30.6611,71.8793,20.6467,sensor_1
30.5399,71.4998,24.5685,sensor_1
30.9203,71.5456,34.9153,sensor_1
31.2433,71.1506,40.3985,sensor_1
35.7653,74.5766,5.0022,sensor_1
35.5914,74.5375,9.9444,sensor_1
35.3324,73.5550,15.1010,sensor_1
35.3888,73.8208,19.9046,sensor_1
34.8902,73.5130,24.8255,sensor_1
40.2418,75.9407,10.4441,sensor_1
40.1740,75.7899,20.8110,sensor_1
40.3275,76.3650,35.6166,sensor_1
40.8136,76.2944,39.2879,sensor_1
44.2373,78.4336,9.2745,sensor_1
44.4259,78.1546,20.1329,sensor_1
44.2316,78.2219,30.5965,sensor_1
44.5034,78.3564,34.4144,sensor_1
44.0310,77.8451,40.5731,sensor_1
48.8405,81.5949,25.6838,sensor_1
48.7959,80.6408,30.2190,sensor_1
49.1354,80.2687,34.5089,sensor_1
49.4264,80.8657,40.7017,sensor_1
53.4073,83.5738,5.5017,sensor_1
53.0775,83.3479,9.9207,sensor_1
53.5296,82.6047,20.4505,sensor_1
52.6360,82.5230,35.5010,sensor_1
57.8278,85.1213,5.0415,sensor_1
57.3898,85.3991,10.0046,sensor_1
58.0221,85.5599,14.8674,sensor_1
58.3303,84.9188,20.3067,sensor_1
58.0683,85.7558,24.3811,sensor_1
58.0399,85.7347,30.6516,sensor_1
56.9152,85.0734,35.1155,sensor_1
57.5354,85.7775,39.9130,sensor_1
61.7996,87.4155,5.1838,sensor_1
62.4933,87.5156,10.4679,sensor_1
61.5955,86.5126,15.0321,sensor_1
62.3065,87.4530,19.7967,sensor_1
62.2939,88.2560,25.1138,sensor_1
61.8920,87.2835,30.8381,sensor_1
62.1320,87.7937,35.5770,sensor_1
62.5231,87.2567,40.4846,sensor_1
66.4047,89.8234,4.9664,sensor_1
66.8665,89.6208,10.2877,sensor_1
66.2182,89.8067,15.0234,sensor_1
66.5611,89.8959,30.0856,sensor_1
66.5243,89.1248,35.5368,sensor_1
66.3830,89.7637,39.8604,sensor_1
-66.5137,-90.3499,39.6188,sensor_2
-69.6291,-85.3300,39.3363,sensor_2
-72.0668,-80.5277,40.0624,sensor_2
-73.2525,-76.3560,39.5232,sensor_2
-75.2696,-72.3905,40.5547,sensor_2
-77.8362,-68.2141,40.1898,sensor_2
-79.4945,-63.2025,40.2590,sensor_2
-82.5292,-58.8780,38.9822,sensor_2
-84.2921,-54.3590,40.0190,sensor_2
-87.3915,-50.0661,40.2772,sensor_2
-89.3998,-45.4333,39.4450,sensor_2
-91.4608,-40.5650,39.7252,sensor_2
-93.8698,-36.8099,40.3778,sensor_2
-96.2905,-31.9817,40.4769,sensor_2
-98.4230,-28.0159,39.5624,sensor_2
-100.7391,-22.3915,39.9659,sensor_2
-102.9617,-18.2703,40.3456,sensor_2
-105.4187,-13.6023,40.1898,sensor_2
-107.2641,-10.4815,39.9576,sensor_2
-109.2014,-5.2911,40.7013,sensor_2
-111.9351,-1.0970,40.0982,sensor_2
-62.0030,-87.2765,39.8116,sensor_2
-63.9174,-83.3100,39.9366,sensor_2
-67.0849,-78.9407,39.9622,sensor_2
-69.1468,-74.3622,39.8180,sensor_2
-71.0957,-69.4780,40.1620,sensor_2
-73.0935,-65.2206,39.6990,sensor_2
-76.2843,-60.9605,39.6104,sensor_2
-78.6356,-55.8003,39.2418,sensor_2
-80.1381,-51.7309,39.8091,sensor_2
-81.6189,-47.4648,39.6210,sensor_2
-84.1805,-43.3001,39.3840,sensor_2
-87.4294,-38.7893,39.9083,sensor_2
-89.2239,-34.6458,40.0161,sensor_2
-90.8220,-29.9050,39.8454,sensor_2
-93.6367,-24.7695,39.6553,sensor_2
-96.4945,-21.0996,40.2812,sensor_2
-98.1037,-17.0549,39.1329,sensor_2
-101.1323,-12.3642,40.0375,sensor_2
-102.8851,-6.6810,40.1742,sensor_2
-105.1896,-2.5024,39.5754,sensor_2
-107.9993,1.5452,40.2258,sensor_2
-58.2240,-84.9793,40.1976,sensor_2
-60.0967,-80.7820,39.7950,sensor_2
-62.1598,-76.1002,39.6068,sensor_2
-64.0890,-71.6228,40.2148,sensor_2
-67.4287,-68.1389,40.1383,sensor_2
-69.2070,-63.2676,39.6205,sensor_2
-71.7457,-58.6690,39.6353,sensor_2
-73.7717,-53.9419,39.4718,sensor_2
-75.4087,-50.4476,40.7838,sensor_2
-80.8323,-40.5397,40.2168,sensor_2
-82.6199,-36.0272,39.8535,sensor_2
-85.5155,-31.7143,40.2993,sensor_2
-87.3548,-27.9864,39.6775,sensor_2
-89.3126,-22.8195,40.2856,sensor_2
-91.4997,-18.2914,39.1788,sensor_2
-93.1744,-13.9994,40.1995,sensor_2
-96.3616,-9.6159,39.9134,sensor_2
-100.2164,-0.1109,40.1129,sensor_2
-102.3396,3.6631,40.0776,sensor_2
-53.3556,-82.5643,39.9064,sensor_2
-55.1134,-77.9557,39.1541,sensor_2
-56.9571,-74.0015,39.7804,sensor_2
-60.6858,-69.7680,39.0730,sensor_2
-62.2396,-65.2654,40.5467,sensor_2
-64.6577,-60.3658,40.3122,sensor_2
-66.0724,-56.3825,40.1678,sensor_2
-69.6239,-52.2355,39.7980,sensor_2
-73.6280,-43.3633,39.7485,sensor_2
-75.6382,-38.6363,39.8411,sensor_2
-78.4779,-33.5222,40.5346,sensor_2
-80.3551,-29.6031,40.4942,sensor_2
-82.5265,-25.3470,39.4137,sensor_2
-85.1793,-19.8642,39.6848,sensor_2
-86.2010,-16.1970,39.8202,sensor_2
-89.0326,-11.8291,40.0340,sensor_2
-92.1503,-7.7325,39.6333,sensor_2
-93.9670,-3.0692,39.1935,sensor_2
-96.1458,1.5654,39.7982,sensor_2
-98.8066,5.2712,40.4693,sensor_2
-48.9047,-80.5615,40.3989,sensor_2
-50.5966,-76.2229,39.9023,sensor_2
-53.1618,-71.5146,40.1071,sensor_2
